,site_id,site_name,site_category,year,month,system:index,BLUE,EVI,GREEN,MNDWI,NBR,NDMI,NDVI,NDWI,NIR,NIRv,RED,SAVI,SWIR1,SWIR2,composite_stat,date,image_count,image_id,source_file,system_time_start,temporal_scale,period,has_any_missing_value,n_missing_values,row_was_missing,season,has_all_values,has_any_value
54,bio_corridor,Biodiversity Corridor,corridor,2018,7,47_2_0,,,,,,,,,,,,,,,median,2018-07-01,65.0,47.0,bio_corridor_aoi.geojson,1530403200000.0,monthly,current,True,14,False,dry,False,False
55,bio_corridor,Biodiversity Corridor,corridor,2018,8,48_2_0,0.0303064164414471,0.4994301036468924,0.0561975053252843,-0.5365943594862835,0.5641133524601998,0.2547062415033469,0.7545839112895631,-0.6949931108846583,0.3175279280644589,0.2416895070192576,0.0439714733146422,0.4674404424480401,0.1943121256514526,0.0919877648960622,median,2018-08-01,62.0,48.0,bio_corridor_aoi.geojson,1533081600000.0,monthly,current,False,0,False,dry,True,True
56,bio_corridor,Biodiversity Corridor,corridor,2018,9,49_2_0,0.0358927942408351,0.4679936800243785,0.062816549627511,-0.5625270160992979,0.4564239347326238,0.1717476289915307,0.7067143122225796,-0.6619634236106844,0.3078998375836898,0.2194398242005238,0.0539468120774237,0.4422319990049552,0.2224545782364204,0.1203940827137783,median,2018-09-01,70.0,49.0,bio_corridor_aoi.geojson,1535760000000.0,monthly,current,False,0,False,dry,True,True
57,bio_corridor,Biodiversity Corridor,corridor,2018,10,50_2_0,0.032066130949065,0.5034934760976763,0.0600371885370492,-0.5681699138253475,0.5167159324177097,0.2179464739453478,0.7439351689896417,-0.6928072157548574,0.3270015361482281,0.2439983012092916,0.0496033371267285,0.4757520022302502,0.2154088027991538,0.1096089108534434,median,2018-10-01,35.0,50.0,bio_corridor_aoi.geojson,1538352000000.0,monthly,current,False,0,False,dry,True,True
58,bio_corridor,Biodiversity Corridor,corridor,2018,11,51_2_0,0.0233836418720991,0.5602811736443364,0.0507517703080483,-0.5639333072909019,0.6346924293015953,0.3199042573402538,0.8171443235148503,-0.7448049712283304,0.3447738974866575,0.2823706744662321,0.0354064900148473,0.5269353243693643,0.180580563395353,0.0795169988362916,median,2018-11-01,16.0,51.0,bio_corridor_aoi.geojson,1541030400000.0,monthly,current,False,0,False,other,True,True
59,bio_corridor,Biodiversity Corridor,corridor,2018,12,52_2_0,0.0378179722636071,0.4620951568532809,0.068278113451872,-0.5379708608218385,0.4669415852867088,0.1818376051432935,0.6876383243261729,-0.6523441569258782,0.320114414152244,0.2201305818465104,0.0612300396830922,0.4405341096538485,0.2305867196702822,0.1237184650301452,median,2018-12-01,22.0,52.0,bio_corridor_aoi.geojson,1543622400000.0,monthly,current,False,0,False,other,True,True
60,bio_corridor,Biodiversity Corridor,corridor,2019,1,53_2_0,0.028089836754061,0.4959777760707287,0.057284934328087,-0.5766721936293944,0.5357257327910683,0.2390622656361246,0.738416147422448,-0.7091281787094311,0.3345408952782854,0.2490986415247934,0.0518105867565849,0.4795865480421868,0.2125986678848699,0.1068521508687268,median,2019-01-01,24.0,53.0,bio_corridor_aoi.geojson,1546300800000.0,monthly,current,False,0,False,other,True,True
61,bio_corridor,Biodiversity Corridor,corridor,2019,2,54_2_0,0.0293076652927772,0.4206859499666956,0.055592005163131,-0.572248544244286,0.4736863192069266,0.183584090179831,0.6856399101719657,-0.6758664776548883,0.2885323634894682,0.2007962915594994,0.0548047782315327,0.4153131154140324,0.2059129891246029,0.1084679007264991,median,2019-02-01,21.0,54.0,bio_corridor_aoi.geojson,1548979200000.0,monthly,current,False,0,False,other,True,True
62,bio_corridor,Biodiversity Corridor,corridor,2019,3,55_2_0,0.03567267318129,0.415035212649449,0.0644976486917216,-0.5659965329083241,0.4077967142620499,0.1393906880616713,0.6468837644420266,-0.644124834814588,0.3005364000821184,0.1983884501926485,0.0651682692180061,0.4072112830248488,0.2344291487806534,0.1328345504228487,median,2019-03-01,76.0,55.0,bio_corridor_aoi.geojson,1551398400000.0,monthly,current,False,0,False,wet,True,True
63,bio_corridor,Biodiversity Corridor,corridor,2019,4,56_2_0,0.0312295199609703,0.4980783027439594,0.0586839516237747,-0.5733495068061002,0.5216263556660676,0.2297511760068542,0.7419344091944536,-0.7002341824580885,0.3277543584180155,0.2445456979071779,0.0510316199872896,0.4737679299515873,0.2157493262249722,0.111082502647982,median,2019-04-01,123.0,56.0,bio_corridor_aoi.geojson,1554076800000.0,monthly,current,False,0,False,wet,True,True
