group_name,index_name,band_name,value
old,NBR,NBR_delta,0.2146523502176702
new,NBR,NBR_delta,-0.14104881281779957
old,NDMI,NDMI_delta,0.1325516198280494
new,NDMI,NDMI_delta,-0.11622990390831049
old,NDVI,NDVI_delta,0.21171062644997737
new,NDVI,NDVI_delta,-0.23021248997729177
old,NIRv,NIRv_delta,0.06926754206434496
new,NIRv,NIRv_delta,-0.06500494556555636
old,SAVI,SAVI_delta,0.13487978076392318
new,SAVI,SAVI_delta,-0.1260646749388498
