,system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,MNDWI,NBR,NDMI,NDRE,NDVI,NDWI,NIRv,SAVI,composite_stat,date,image_count,image_id,site_category,site_id,site_name,source_file,system_time_start,temporal_scale,year,.geo,period,has_any_missing_value,n_missing_values
10,3_5,0.3654782698233376,0.2882513480234372,0.0893949172973127,0.1149728256177901,0.126563331146824,0.1734916566856571,0.2405199480906521,0.2708257295450031,0.2738111235823121,0.3043482387263179,0.2360229078995874,-0.5129681317951028,-0.0108515511332097,-0.1402750014250731,0.2567581310394446,0.3379661308193503,-0.3874736985192527,0.0865333728856019,0.2121276852411554,median,2022-01-01,79,3,degraded,degraded_2,degraded_2,degraded_2_aoi.geojson,1640995200000,annual,2022,"{""type"":""Polygon"",""coordinates"":[[[39.342734898312756,-4.537010622093643],[39.35546260641106,-4.540027347489405],[39.357330103084635,-4.540056078207458],[39.35907309997995,-4.539902847711167],[39.362338824932195,-4.539021772357483],[39.366437740708,-4.537958735789452],[39.36557581916636,-4.5232103005212885],[39.362855977857166,-4.520490459212095],[39.35892944638968,-4.519772191260722],[39.34107809357159,-4.531982746434041],[39.342734898312756,-4.537010622093643]]]}",current,False,0
11,4_5,0.2595690154229883,0.1513550580032316,0.0620073445250215,0.0910808669914038,0.0785545982694185,0.1387644439990449,0.2488921613643821,0.2868237341528707,0.2869284303293128,0.3207189839615504,0.3792779699269978,-0.478361586956381,0.3223552815117296,0.0629317715089272,0.3961402326703546,0.5597999149137708,-0.5096913488268929,0.1527384374330081,0.3396332527673355,median,2023-01-01,85,4,degraded,degraded_2,degraded_2,degraded_2_aoi.geojson,1672531200000,annual,2023,"{""type"":""Polygon"",""coordinates"":[[[39.342734898312756,-4.537010622093643],[39.35546260641106,-4.540027347489405],[39.357330103084635,-4.540056078207458],[39.35907309997995,-4.539902847711167],[39.362338824932195,-4.539021772357483],[39.366437740708,-4.537958735789452],[39.36557581916636,-4.5232103005212885],[39.362855977857166,-4.520490459212095],[39.35892944638968,-4.519772191260722],[39.34107809357159,-4.531982746434041],[39.342734898312756,-4.537010622093643]]]}",current,False,0
12,5_5,0.2783004100109735,0.1632890187432435,0.0622248967684204,0.090588472480352,0.0786853824973983,0.1408780521037058,0.2507880605258153,0.2886551593924746,0.2889063983333939,0.3228797690803313,0.3794215377692778,-0.5134808540894268,0.2815244619138528,0.0266963786806638,0.3904694003407169,0.5584047836827392,-0.5137013727905098,0.1543063272657835,0.3412996792144325,median,2024-01-01,77,5,degraded,degraded_2,degraded_2,degraded_2_aoi.geojson,1704067200000,annual,2024,"{""type"":""Polygon"",""coordinates"":[[[39.342734898312756,-4.537010622093643],[39.35546260641106,-4.540027347489405],[39.357330103084635,-4.540056078207458],[39.35907309997995,-4.539902847711167],[39.362338824932195,-4.539021772357483],[39.366437740708,-4.537958735789452],[39.36557581916636,-4.5232103005212885],[39.362855977857166,-4.520490459212095],[39.35892944638968,-4.519772191260722],[39.34107809357159,-4.531982746434041],[39.342734898312756,-4.537010622093643]]]}",current,False,0
13,6_5,0.2955367315244319,0.1823652512393597,0.0600091742283447,0.0883540678823389,0.0817215415969885,0.145386072948427,0.244445782679203,0.2766461849462895,0.2784806742344184,0.3101364839041886,0.3674271071041439,-0.5256051918991167,0.2272149298447489,-0.0160338465882228,0.3524194624462635,0.5401222846196976,-0.5077500075460861,0.1497461076424948,0.3352401027905221,median,2025-01-01,116,6,degraded,degraded_2,degraded_2,degraded_2_aoi.geojson,1735689600000,annual,2025,"{""type"":""Polygon"",""coordinates"":[[[39.342734898312756,-4.537010622093643],[39.35546260641106,-4.540027347489405],[39.357330103084635,-4.540056078207458],[39.35907309997995,-4.539902847711167],[39.362338824932195,-4.539021772357483],[39.366437740708,-4.537958735789452],[39.36557581916636,-4.5232103005212885],[39.362855977857166,-4.520490459212095],[39.35892944638968,-4.519772191260722],[39.34107809357159,-4.531982746434041],[39.342734898312756,-4.537010622093643]]]}",current,False,0
14,0_6,0.2530652428703938,0.1499665250360981,0.0535232002664737,0.0789595085854899,0.0707842613163674,0.126391649427687,0.23391814858141,0.2725933842162137,0.2737469181804562,0.3049108039792559,0.3714751003034801,-0.5192347293821121,0.3016813553425103,0.0583305030115529,0.4166233153304435,0.5755681191573352,-0.5464101488883992,0.1518198197815058,0.3389682050403582,median,2019-01-01,79,0,degraded,degraded_3,degraded_3,degraded_3_aoi.geojson,1546300800000,annual,2019,"{""type"":""Polygon"",""coordinates"":[[[39.45037213927877,-4.373561567079552],[39.456367282446216,-4.367872884904691],[39.45864658607857,-4.359387746172489],[39.45422205549812,-4.355786829509615],[39.45272805815927,-4.3570892887281],[39.45071690789543,-4.364750813542728],[39.449088833872324,-4.372412338357358],[39.45037213927877,-4.373561567079552]]]}",current,False,0
15,1_6,0.2436979160225292,0.1436468125153397,0.050103416505433,0.0746213295317266,0.0660703855581445,0.1211420139165578,0.23520667427413,0.2743508414959502,0.2751730721295903,0.3046730864732717,0.3941618815923502,-0.5201198107446705,0.3221445395239026,0.0766923398738222,0.4273873206059864,0.5976537005444877,-0.5584870830447143,0.1631679418778168,0.358668985108405,median,2020-01-01,93,1,degraded,degraded_3,degraded_3,degraded_3_aoi.geojson,1577836800000,annual,2020,"{""type"":""Polygon"",""coordinates"":[[[39.45037213927877,-4.373561567079552],[39.456367282446216,-4.367872884904691],[39.45864658607857,-4.359387746172489],[39.45422205549812,-4.355786829509615],[39.45272805815927,-4.3570892887281],[39.45071690789543,-4.364750813542728],[39.449088833872324,-4.372412338357358],[39.45037213927877,-4.373561567079552]]]}",current,False,0
16,2_6,0.2744358603180471,0.1797815758605412,0.0481928225814163,0.0735815001577805,0.0770321542296328,0.1267219729255053,0.2154747055561045,0.2496951663388869,0.2544505484067356,0.2817415122064726,0.3203027625365204,-0.5738540709624012,0.1753924456168785,-0.0362336592571238,0.3772785439982587,0.5252403625110832,-0.5392115921214407,0.131372530309125,0.3072694191238955,median,2021-01-01,103,2,degraded,degraded_3,degraded_3,degraded_3_aoi.geojson,1609459200000,annual,2021,"{""type"":""Polygon"",""coordinates"":[[[39.45037213927877,-4.373561567079552],[39.456367282446216,-4.367872884904691],[39.45864658607857,-4.359387746172489],[39.45422205549812,-4.355786829509615],[39.45272805815927,-4.3570892887281],[39.45071690789543,-4.364750813542728],[39.449088833872324,-4.372412338357358],[39.45037213927877,-4.373561567079552]]]}",current,False,0
17,3_6,0.2668100692640417,0.1661109353036237,0.055904139426954,0.0803732061633203,0.0759820919143076,0.1313463436363462,0.225165544087694,0.2583918781297113,0.2617583996595765,0.28823055586545,0.3326146452898067,-0.5236990806203771,0.2361083915079863,0.0061589403440156,0.372493889999699,0.5249831423556643,-0.5056078348171547,0.129818372633442,0.3030165971659871,median,2022-01-01,79,3,degraded,degraded_3,degraded_3,degraded_3_aoi.geojson,1640995200000,annual,2022,"{""type"":""Polygon"",""coordinates"":[[[39.45037213927877,-4.373561567079552],[39.456367282446216,-4.367872884904691],[39.45864658607857,-4.359387746172489],[39.45422205549812,-4.355786829509615],[39.45272805815927,-4.3570892887281],[39.45071690789543,-4.364750813542728],[39.449088833872324,-4.372412338357358],[39.45037213927877,-4.373561567079552]]]}",current,False,0
18,4_6,0.2858518492192257,0.1785390932243638,0.0564298319876835,0.0836663506806873,0.0974678770077167,0.1500401390380808,0.2419205309074449,0.2720474347123455,0.2666978433478789,0.2926090471970852,0.2909589780125489,-0.5365721535554742,0.2104477377453001,-0.0231399716685954,0.3141449727579747,0.4569060305801088,-0.5020433717429492,0.120988198041931,0.2719687166096322,median,2023-01-01,85,4,degraded,degraded_3,degraded_3,degraded_3_aoi.geojson,1672531200000,annual,2023,"{""type"":""Polygon"",""coordinates"":[[[39.45037213927877,-4.373561567079552],[39.456367282446216,-4.367872884904691],[39.45864658607857,-4.359387746172489],[39.45422205549812,-4.355786829509615],[39.45272805815927,-4.3570892887281],[39.45071690789543,-4.364750813542728],[39.449088833872324,-4.372412338357358],[39.45037213927877,-4.373561567079552]]]}",current,False,0
19,5_6,0.3543514885553363,0.2472244199574786,0.0721197812110528,0.1055688289500106,0.1682236249988046,0.2101905534110865,0.2605531248505868,0.2824748094681043,0.2692811641968971,0.2876443079492679,0.1607134509304331,-0.5371220969535624,0.0615669906962989,-0.1214371517431815,0.1599120118465438,0.245010630808264,-0.4302530864795327,0.0666052575855986,0.1576447407552777,median,2024-01-01,77,5,degraded,degraded_3,degraded_3,degraded_3_aoi.geojson,1704067200000,annual,2024,"{""type"":""Polygon"",""coordinates"":[[[39.45037213927877,-4.373561567079552],[39.456367282446216,-4.367872884904691],[39.45864658607857,-4.359387746172489],[39.45422205549812,-4.355786829509615],[39.45272805815927,-4.3570892887281],[39.45071690789543,-4.364750813542728],[39.449088833872324,-4.372412338357358],[39.45037213927877,-4.373561567079552]]]}",current,False,0
20,6_6,0.3328921769563985,0.2260142193690692,0.0647113012268628,0.0968682649245999,0.1247405178706327,0.1768099312459559,0.2605450558925434,0.2871922604684965,0.2813184958578636,0.3071868355289788,0.2116692162411121,-0.5413006232059253,0.0905413173592721,-0.1035585495335363,0.2237071737814021,0.3288078569557968,-0.4684060579327515,0.0847215229072228,0.2048187137551106,median,2025-01-01,116,6,degraded,degraded_3,degraded_3,degraded_3_aoi.geojson,1735689600000,annual,2025,"{""type"":""Polygon"",""coordinates"":[[[39.45037213927877,-4.373561567079552],[39.456367282446216,-4.367872884904691],[39.45864658607857,-4.359387746172489],[39.45422205549812,-4.355786829509615],[39.45272805815927,-4.3570892887281],[39.45071690789543,-4.364750813542728],[39.449088833872324,-4.372412338357358],[39.45037213927877,-4.373561567079552]]]}",current,False,0
