,system:index,BLUE,EVI,GREEN,MNDWI,NBR,NDMI,NDVI,NDWI,NIR,NIRv,RED,SAVI,SWIR1,SWIR2,composite_stat,date,image_count,image_id,site_category,site_id,site_name,source_file,system_time_start,temporal_scale,year,period,has_any_missing_value,n_missing_values
65,5_2,0.0340536046059621,0.5119128444028775,0.0588943318288665,-0.5269415005194711,0.5506924013011067,0.2558157701501147,0.7435694044791671,-0.6845852949014477,0.3209724449392399,0.2422427280251846,0.0470700232208262,0.472095718749826,0.1956587375555693,0.0966559964224842,median,2019-01-01,705,5,reference,gogoni,Gogoni,gogoni_aoi.geojson,1546300800000,annual,2019,current,False,0
66,6_2,0.0322032001047904,0.5386264311766874,0.0565964098763713,-0.5245175145481765,0.6070912801435439,0.3040867858225005,0.7776675179058204,-0.7051373519299617,0.3277727567891793,0.2572498225130207,0.0411369020570269,0.4944330787595544,0.1801321190264836,0.082984065059373,median,2020-01-01,653,6,reference,gogoni,Gogoni,gogoni_aoi.geojson,1577836800000,annual,2020,current,False,0
67,7_2,0.0364355387539658,0.4648358153492235,0.0606671057112165,-0.5383253692252016,0.5002794241750598,0.2059122475780027,0.6996659253373836,-0.6612551653036777,0.3044622845892343,0.2164219880030564,0.0532258313283446,0.4366060604203875,0.207409910111346,0.1066648869909373,median,2021-01-01,75,7,reference,gogoni,Gogoni,gogoni_aoi.geojson,1609459200000,annual,2021,current,False,0
68,8_2,0.0407998864397604,0.4778331404392075,0.065883804064961,-0.515251873245585,0.5007178333012361,0.2156719881949207,0.698731322196352,-0.6530995830405971,0.3143244631606479,0.2223597591168722,0.0562359168343626,0.4435119488792638,0.2095905881567978,0.1106301051341544,median,2022-01-01,532,8,reference,gogoni,Gogoni,gogoni_aoi.geojson,1640995200000,annual,2022,current,False,0
69,9_2,0.0381470967495752,0.5015734099166178,0.0627486513577911,-0.5268374081131665,0.5233985474928389,0.233370653380651,0.7200514504961575,-0.6674385381386504,0.3219869970290013,0.2350772509935886,0.0520658273161357,0.4608812515517456,0.2056913076096735,0.1054934077488741,median,2023-01-01,756,9,reference,gogoni,Gogoni,gogoni_aoi.geojson,1672531200000,annual,2023,current,False,0
70,10_2,0.0335475371553305,0.5325555654371892,0.058757730375099,-0.5188014959628788,0.5873351171959191,0.2881692172952114,0.7618761995355902,-0.6970800113111869,0.3315400023921519,0.2558687838685329,0.0444597450930773,0.4900528501554508,0.1871343988001748,0.0887623611737787,median,2024-01-01,778,10,reference,gogoni,Gogoni,gogoni_aoi.geojson,1704067200000,annual,2024,current,False,0
71,11_2,0.0372876109326667,0.5003374783313254,0.0607465702754677,-0.5186117268839596,0.553905024818109,0.2591410801891791,0.7309414252778819,-0.6763158526612865,0.3154316080165633,0.2326832799376093,0.0492355164837517,0.4604478301108287,0.1929650472338303,0.0951428183692225,median,2025-01-01,456,11,reference,gogoni,Gogoni,gogoni_aoi.geojson,1735689600000,annual,2025,current,False,0
72,0_3,0.0237133596659284,0.4746870662935104,0.0508703370341052,-0.5581119488519352,0.5593729296809482,0.2524139072338322,0.7532827753150186,-0.7065768064608724,0.3018853038612988,0.231325141989919,0.0416679352917813,0.4598727607946477,0.1810812870312105,0.0855204324984201,median,2014-01-01,17,0,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1388534400000,annual,2014,baseline,False,0
73,1_3,0.0243784029408207,0.5627894400882517,0.0512189526029255,-0.5501026590138846,0.6317827845564113,0.310723088608919,0.821234527834228,-0.7322063821083,0.336329408851805,0.278791533732748,0.0324342628842704,0.5214546750562575,0.1777000325488116,0.0761685759891261,median,2015-01-01,18,1,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1420070400000,annual,2015,baseline,False,0
74,2_3,0.0236813747288301,0.4465949410442127,0.0506877230877276,-0.5670773660977063,0.5250114951407647,0.2196170183920497,0.7349470086034914,-0.696064947620029,0.2871465747594147,0.2147785617058995,0.0431146900469689,0.4384272174966822,0.1860504663993387,0.0905660890680508,median,2016-01-01,247,2,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1451606400000,annual,2016,baseline,False,0
75,3_3,0.0207531694449872,0.5221002405511295,0.0489607096297958,-0.5697850194656349,0.6129485661021997,0.2955379654390133,0.8055147658697653,-0.7375312245400087,0.3226155659956667,0.2611119784199234,0.0348445546143572,0.5018478020670882,0.1786196793672665,0.0794638711849956,median,2017-01-01,312,3,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1483228800000,annual,2017,baseline,False,0
76,4_3,0.0195367148411119,0.5684708107944447,0.0462909001859004,-0.5719273268542152,0.6629777578566282,0.3378800196909848,0.8457544349546652,-0.7582512372366643,0.3361524248079275,0.2857100175190632,0.0284020716987853,0.533964852656191,0.1695423912887906,0.0695693103670936,median,2018-01-01,670,4,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1514764800000,annual,2018,current,False,0
77,5_3,0.0202246098882537,0.5291223606939376,0.0474067062613934,-0.5762022077277265,0.6084375583063156,0.2925198047164817,0.806771643688073,-0.740585012427947,0.3250375297786868,0.2652170073270225,0.0332850056709192,0.5049428025793044,0.1771133150820971,0.0782266434502641,median,2019-01-01,705,5,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1546300800000,annual,2019,current,False,0
78,6_3,0.0191772926797392,0.564662278309776,0.0465174474227721,-0.5598281534602769,0.6655650151599006,0.3488338371951285,0.8400962212085543,-0.7572006308403062,0.3388622445896637,0.2855530017969983,0.0292602312468628,0.5332324501871952,0.1645767590681211,0.0682521500623968,median,2020-01-01,653,6,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1577836800000,annual,2020,current,False,0
79,7_3,0.021411757605886,0.4729153852836108,0.048730639798678,-0.5779995654996837,0.5515247147494005,0.243532847956697,0.764763828575489,-0.7155343446400994,0.2979896390362883,0.230943313807548,0.038771255357762,0.461402089698161,0.1827132123336534,0.0869571138470099,median,2021-01-01,75,7,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1609459200000,annual,2021,current,False,0
80,8_3,0.0231383692030964,0.5139324083196816,0.0503993597738895,-0.5701048248279581,0.5777405655685606,0.2658025462594587,0.7864802508597553,-0.722421045998451,0.316887384065676,0.2523623806797701,0.0379444736739796,0.4894597021984599,0.1862734267124756,0.086986546436855,median,2022-01-01,532,8,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1640995200000,annual,2022,current,False,0
81,9_3,0.0220947835833317,0.5132794276919774,0.0500734186063383,-0.573925954281402,0.5808735527785699,0.2666372987106949,0.7887749275604189,-0.7242829070206208,0.3189278360976328,0.2547259238023073,0.0368058224169624,0.4906532463159587,0.186321301277385,0.0852468838123424,median,2023-01-01,756,9,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1672531200000,annual,2023,current,False,0
82,10_3,0.0187314376027834,0.5748666657415377,0.0464720441858704,-0.5637280460370978,0.6753982343072231,0.3629872403249579,0.8449841190853046,-0.7632146182771131,0.3459831409066581,0.294158930885775,0.0287999005133141,0.5428382736910156,0.1648005449608942,0.0679675889759162,median,2024-01-01,778,10,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1704067200000,annual,2024,current,False,0
83,11_3,0.0203119318023519,0.523025467804991,0.0482277118436212,-0.5625735631397853,0.6262934818629126,0.3121032584458303,0.8078070329745198,-0.7369351830612522,0.3214968789912767,0.260907182669028,0.0340164310823988,0.5024713532789141,0.1708896783259764,0.0751594301698739,median,2025-01-01,456,11,reference,shimba_hills,Shimba Hills,shimba_hills_aoi.geojson,1735689600000,annual,2025,current,False,0
